Index,geohash,day,timestamp,demand,RoadType,NumberofLanes,LargeVehicles,Landmarks,Temperature,Weather,hour,minute,dayofweek,month,dayofmonth,weekofyear,is_weekend
44539,qp09ep,48,1900-01-01 12:30:00,0.0310464415935311,Residential,3,Allowed,Yes,13.97071066900019,Rainy,12,30,0,1,1,1,0
44540,qp09er,48,1900-01-01 12:30:00,0.0659030544424357,Residential,1,Not Allowed,No,9.9472743540177,Rainy,12,30,0,1,1,1,0
44541,qp09ex,48,1900-01-01 12:30:00,0.3247816426966655,Street,1,Not Allowed,Yes,23.97520063209491,Sunny,12,30,0,1,1,1,0
44542,qp09ez,48,1900-01-01 12:30:00,0.1276849172367748,Residential,2,Not Allowed,Yes,23.36509805297312,Sunny,12,30,0,1,1,1,0
44543,qp09sp,48,1900-01-01 12:30:00,0.1824098879944788,Residential,1,Not Allowed,No,16.467700907989986,Foggy,12,30,0,1,1,1,0
44544,qp09sr,48,1900-01-01 12:30:00,0.0120832661586664,Residential,3,Allowed,Yes,12.550034451674286,Rainy,12,30,0,1,1,1,0
44545,qp09sx,48,1900-01-01 12:30:00,0.0611120224859167,Residential,3,Allowed,Yes,13.21630918112966,Rainy,12,30,0,1,1,1,0
44546,qp09sz,48,1900-01-01 12:30:00,0.1284761052601149,Residential,3,Allowed,Yes,14.750270269669889,Foggy,12,30,0,1,1,1,0
44547,qp09tp,48,1900-01-01 12:30:00,0.1686426952584556,Residential,2,Not Allowed,Yes,,Foggy,12,30,0,1,1,1,0
44548,qp09tr,48,1900-01-01 12:30:00,0.153542450120583,Residential,1,Not Allowed,No,20.29061746714286,Sunny,12,30,0,1,1,1,0
44549,qp09tx,48,1900-01-01 12:30:00,0.1128073881399522,Residential,2,Not Allowed,Yes,5.413088875229329,Snowy,12,30,0,1,1,1,0
44550,qp03y0,48,1900-01-01 12:30:00,0.0114937649331244,Residential,3,Allowed,Yes,25.171066617836217,Sunny,12,30,0,1,1,1,0
44551,qp03y2,48,1900-01-01 12:30:00,0.0136195459545085,Residential,2,Not Allowed,Yes,16.099541572821817,Foggy,12,30,0,1,1,1,0
44552,qp03y8,48,1900-01-01 12:30:00,0.0734968589934467,Residential,1,Not Allowed,No,17.460662510227113,Foggy,12,30,0,1,1,1,0
44553,qp03yb,48,1900-01-01 12:30:00,1.0,Highway,3,Allowed,Yes,0.191134660694999,Snowy,12,30,0,1,1,1,0
44554,qp03z0,48,1900-01-01 12:30:00,0.1212295192436916,Residential,1,Not Allowed,No,9.436920722365985,Rainy,12,30,0,1,1,1,0
44555,qp03z2,48,1900-01-01 12:30:00,0.7971754946427779,Highway,2,Allowed,No,22.879382089074763,Sunny,12,30,0,1,1,1,0
44556,qp03z8,48,1900-01-01 12:30:00,0.2671254738620042,Street,1,Not Allowed,Yes,2.7380820079311228,Snowy,12,30,0,1,1,1,0
44557,qp03zb,48,1900-01-01 12:30:00,0.2343706160388737,Street,1,Not Allowed,Yes,22.098707637422933,Sunny,12,30,0,1,1,1,0
44558,qp09b0,48,1900-01-01 12:30:00,0.1143945928739669,Residential,1,Not Allowed,No,13.78245516703156,Rainy,12,30,0,1,1,1,0
44559,qp09b2,48,1900-01-01 12:30:00,0.1727207623061451,Residential,3,Allowed,Yes,16.600635192467802,Foggy,12,30,0,1,1,1,0
44560,qp09c8,48,1900-01-01 12:30:00,0.0438895095515068,Residential,1,Not Allowed,No,13.63108143537851,Rainy,12,30,0,1,1,1,0
44561,qp09cb,48,1900-01-01 12:30:00,0.0137476282242065,Residential,3,Allowed,Yes,5.827451373336174,Snowy,12,30,0,1,1,1,0
44562,qp09f0,48,1900-01-01 12:30:00,0.0139271656795094,Residential,2,Not Allowed,Yes,22.90086264739658,Sunny,12,30,0,1,1,1,0
44563,qp09fb,48,1900-01-01 12:30:00,0.0058719664904414,Residential,2,Not Allowed,Yes,13.199595287254857,Rainy,12,30,0,1,1,1,0
44564,qp09g2,48,1900-01-01 12:30:00,0.0801485131404911,Residential,3,Allowed,Yes,22.45101188531576,Sunny,12,30,0,1,1,1,0
44565,qp09g8,48,1900-01-01 12:30:00,0.0916774279409922,Residential,3,Allowed,Yes,18.452372360707336,Foggy,12,30,0,1,1,1,0
44566,qp09gb,48,1900-01-01 12:30:00,0.0456838287753942,Residential,3,Allowed,Yes,15.191997151578398,Foggy,12,30,0,1,1,1,0
44567,qp09u0,48,1900-01-01 12:30:00,0.193113507028536,Residential,3,Allowed,Yes,12.102951554920296,Rainy,12,30,0,1,1,1,0
44568,qp09u2,48,1900-01-01 12:30:00,0.0122160776931862,Residential,1,Not Allowed,No,6.626157565755896,Snowy,12,30,0,1,1,1,0
44569,qp09u8,48,1900-01-01 12:30:00,0.0847078842124375,Residential,1,Not Allowed,No,14.773055193912343,Foggy,12,30,0,1,1,1,0
44570,qp09ub,48,1900-01-01 12:30:00,0.0051923579046446,Residential,3,Allowed,Yes,24.550271959685457,Sunny,12,30,0,1,1,1,0
44571,qp09v0,48,1900-01-01 12:30:00,0.331443908643163,Street,1,Not Allowed,Yes,3.9770956595650873,Snowy,12,30,0,1,1,1,0
44572,qp09v2,48,1900-01-01 12:30:00,0.0413482153715918,Residential,3,Allowed,Yes,26.524099178358,Sunny,12,30,0,1,1,1,0
44573,qp03y3,48,1900-01-01 12:30:00,0.0016877882420792,Residential,1,Not Allowed,No,21.01905509773878,Sunny,12,30,0,1,1,1,0
44574,qp03y9,48,1900-01-01 12:30:00,0.0776863803144472,Residential,3,Allowed,Yes,25.196374968098127,Sunny,12,30,0,1,1,1,0
44575,qp03yc,48,1900-01-01 12:30:00,0.1969105520464802,Residential,3,Allowed,Yes,22.119394039927684,Sunny,12,30,0,1,1,1,0
44576,qp03z9,48,1900-01-01 12:30:00,0.0921792329055954,Residential,1,Not Allowed,No,15.686577462749163,Foggy,12,30,0,1,1,1,0
44577,qp03zc,48,1900-01-01 12:30:00,0.0923326804658478,Residential,2,Not Allowed,Yes,8.750085097742522,Rainy,12,30,0,1,1,1,0
44578,qp09b1,48,1900-01-01 12:30:00,0.0484766145539265,Residential,3,Allowed,Yes,,Foggy,12,30,0,1,1,1,0
44579,qp09b3,48,1900-01-01 12:30:00,0.1555766588619529,Residential,2,Not Allowed,Yes,17.7359969727034,Foggy,12,30,0,1,1,1,0
44580,qp09c9,48,1900-01-01 12:30:00,0.0548869654959476,Residential,2,Not Allowed,Yes,13.4410564776574,Rainy,12,30,0,1,1,1,0
44581,qp09cc,48,1900-01-01 12:30:00,0.0484754470580007,Residential,1,Not Allowed,No,20.143048863199475,Sunny,12,30,0,1,1,1,0
44582,qp09f1,48,1900-01-01 12:30:00,0.0926827466803229,Residential,3,Allowed,Yes,14.534047059785571,Foggy,12,30,0,1,1,1,0
44583,qp09f3,48,1900-01-01 12:30:00,0.0504369014394262,Residential,3,Allowed,Yes,20.31381342698712,Sunny,12,30,0,1,1,1,0
44584,qp09f9,48,1900-01-01 12:30:00,0.1713367562449574,Residential,1,Not Allowed,No,18.476021630223173,Foggy,12,30,0,1,1,1,0
44585,qp09g1,48,1900-01-01 12:30:00,0.1535619394438971,Residential,1,Not Allowed,No,16.271353500131976,Foggy,12,30,0,1,1,1,0
44586,qp09g3,48,1900-01-01 12:30:00,0.0206361793087857,Residential,2,Not Allowed,Yes,9.350757564221368,Rainy,12,30,0,1,1,1,0
44587,qp09g9,48,1900-01-01 12:30:00,0.0044042526978644,Residential,2,Not Allowed,Yes,20.4970105916021,Sunny,12,30,0,1,1,1,0
44588,qp09gc,48,1900-01-01 12:30:00,0.0241735319069106,Residential,1,Not Allowed,No,13.427489418982866,Rainy,12,30,0,1,1,1,0
44589,qp09u1,48,1900-01-01 12:30:00,0.1050241212558113,Residential,1,Not Allowed,No,23.489814549050223,Sunny,12,30,0,1,1,1,0
44590,qp09uc,48,1900-01-01 12:30:00,0.0056410801823157,Residential,3,Allowed,Yes,14.03717774593085,Foggy,12,30,0,1,1,1,0
44591,qp09v1,48,1900-01-01 12:30:00,0.1230853540797637,Residential,2,Not Allowed,Yes,16.205516890971396,Foggy,12,30,0,1,1,1,0
44592,qp09y1,48,1900-01-01 12:30:00,0.0448322377894918,Residential,2,Not Allowed,Yes,17.665607277546453,Foggy,12,30,0,1,1,1,0
44593,qp03y6,48,1900-01-01 12:30:00,0.0068638340835681,Residential,1,Not Allowed,No,28.93928847133403,Sunny,12,30,0,1,1,1,0
44594,qp03yd,48,1900-01-01 12:30:00,0.075757268884653,Residential,1,Not Allowed,No,16.052737788737808,Foggy,12,30,0,1,1,1,0
44595,qp03yf,48,1900-01-01 12:30:00,0.0323607344422761,Residential,3,Allowed,Yes,-1.0150714306134567,Snowy,12,30,0,1,1,1,0
44596,qp03z4,48,1900-01-01 12:30:00,0.014706273998861,Residential,2,Not Allowed,Yes,12.851133734499436,Rainy,12,30,0,1,1,1,0
44597,qp03zd,48,1900-01-01 12:30:00,0.0158083196626475,Residential,2,Not Allowed,Yes,20.262204246050167,Sunny,12,30,0,1,1,1,0
44598,qp03zf,48,1900-01-01 12:30:00,0.1174845492503914,Residential,3,Allowed,Yes,12.394904540183934,Rainy,12,30,0,1,1,1,0
44599,qp09b4,48,1900-01-01 12:30:00,0.1831234119565282,Residential,3,Allowed,Yes,38.60477966381811,Sunny,12,30,0,1,1,1,0
44600,qp09b6,48,1900-01-01 12:30:00,0.6582967318464189,Highway,4,Allowed,Yes,19.595723667666988,Sunny,12,30,0,1,1,1,0
44601,qp09bd,48,1900-01-01 12:30:00,0.1543393255992173,Residential,2,Not Allowed,Yes,13.649237396490554,Rainy,12,30,0,1,1,1,0
44602,qp09cd,48,1900-01-01 12:30:00,0.0050755249420564,Residential,1,Not Allowed,No,18.622305191983617,Foggy,12,30,0,1,1,1,0
44603,qp09f4,48,1900-01-01 12:30:00,0.0002604371314319,Residential,3,Allowed,Yes,14.556031914935533,Foggy,12,30,0,1,1,1,0
44604,qp09f6,48,1900-01-01 12:30:00,0.0085629353193215,Residential,3,Allowed,Yes,23.22518977334622,Sunny,12,30,0,1,1,1,0
44605,qp09fd,48,1900-01-01 12:30:00,0.0625516776559614,Residential,2,Not Allowed,Yes,21.53750176633142,Sunny,12,30,0,1,1,1,0
44606,qp09ff,48,1900-01-01 12:30:00,0.0015308439987405,Residential,1,Not Allowed,No,30.020705404658287,Sunny,12,30,0,1,1,1,0
44607,qp09g4,48,1900-01-01 12:30:00,0.0582754002421837,Residential,2,Not Allowed,Yes,39.35887248004459,Sunny,12,30,0,1,1,1,0
44608,qp09g6,48,1900-01-01 12:30:00,0.1466279467962394,Residential,1,Not Allowed,No,9.607404386419375,Rainy,12,30,0,1,1,1,0
44609,qp09u4,48,1900-01-01 12:30:00,0.0168356313481319,Residential,1,Not Allowed,No,,Rainy,12,30,0,1,1,1,0
44610,qp09u6,48,1900-01-01 12:30:00,0.0089108886025746,Residential,3,Allowed,Yes,20.359168494215712,Sunny,12,30,0,1,1,1,0
44611,qp09ud,48,1900-01-01 12:30:00,0.0369503679766869,Residential,1,Not Allowed,No,3.307849937316212,Snowy,12,30,0,1,1,1,0
44612,qp09uf,48,1900-01-01 12:30:00,0.0292642117463939,Residential,3,Allowed,Yes,22.161402277188607,Sunny,12,30,0,1,1,1,0
44613,qp09v6,48,1900-01-01 12:30:00,0.0053014965545674,Residential,3,Allowed,Yes,15.32200924193882,Foggy,12,30,0,1,1,1,0
44614,qp03y7,48,1900-01-01 12:30:00,0.0692131451839616,Residential,2,Not Allowed,Yes,25.223301891811136,Sunny,12,30,0,1,1,1,0
44615,qp03ye,48,1900-01-01 12:30:00,0.0651996422735461,Residential,1,Not Allowed,No,9.06421930347801,Rainy,12,30,0,1,1,1,0
44616,qp03yg,48,1900-01-01 12:30:00,0.3326615652818954,Street,1,Not Allowed,Yes,23.653562910780437,Sunny,12,30,0,1,1,1,0
44617,qp03ze,48,1900-01-01 12:30:00,0.0139638892965521,Residential,3,Allowed,Yes,13.612918260366602,Rainy,12,30,0,1,1,1,0
44618,qp03zg,48,1900-01-01 12:30:00,0.0657690229048604,Residential,2,Not Allowed,Yes,21.37708921163208,Sunny,12,30,0,1,1,1,0
44619,qp09b5,48,1900-01-01 12:30:00,0.0687860568278542,Residential,3,Allowed,Yes,8.423716358695724,Rainy,12,30,0,1,1,1,0
44620,qp09b7,48,1900-01-01 12:30:00,0.3736153771465011,Highway,5,Allowed,No,5.349522298059812,,12,30,0,1,1,1,0
44621,qp09be,48,1900-01-01 12:30:00,0.2200557633336905,Street,1,Not Allowed,Yes,14.924576818143027,Foggy,12,30,0,1,1,1,0
44622,qp09cg,48,1900-01-01 12:30:00,0.1874131063082522,Residential,1,Not Allowed,No,18.861781841184143,Foggy,12,30,0,1,1,1,0
44623,qp09f7,48,1900-01-01 12:30:00,0.046939526863463,Residential,3,Allowed,Yes,15.460928901382148,Foggy,12,30,0,1,1,1,0
44624,qp09fg,48,1900-01-01 12:30:00,0.095150192345916,Residential,2,Not Allowed,Yes,20.589002350000357,Sunny,12,30,0,1,1,1,0
44625,qp09g5,48,1900-01-01 12:30:00,0.2071206515590364,Residential,1,Not Allowed,No,33.157441729515206,Sunny,12,30,0,1,1,1,0
44626,qp09g7,48,1900-01-01 12:30:00,0.0399526366344463,Residential,3,Allowed,Yes,16.402036982700743,Foggy,12,30,0,1,1,1,0
44627,qp09u5,48,1900-01-01 12:30:00,0.0017986852302015,Residential,3,Allowed,Yes,24.181522204530303,Sunny,12,30,0,1,1,1,0
44628,qp09ue,48,1900-01-01 12:30:00,0.2588298034873951,Street,1,Not Allowed,Yes,-4.749651091112916,Snowy,12,30,0,1,1,1,0
44629,qp09vg,48,1900-01-01 12:30:00,0.0249119624244021,Residential,3,Allowed,Yes,4.959439335337789,Snowy,12,30,0,1,1,1,0
44630,qp09y5,48,1900-01-01 12:30:00,0.0241883141805528,Residential,3,Allowed,Yes,12.383847153425496,Rainy,12,30,0,1,1,1,0
44631,qp03yk,48,1900-01-01 12:30:00,0.0176270313009601,Residential,1,Not Allowed,No,23.21612674764444,Sunny,12,30,0,1,1,1,0
44632,qp03ys,48,1900-01-01 12:30:00,0.0809973617358194,Residential,2,Not Allowed,Yes,24.94071493384848,Sunny,12,30,0,1,1,1,0
44633,qp03yu,48,1900-01-01 12:30:00,0.0062284406661269,Residential,2,Not Allowed,Yes,17.521045504765596,Foggy,12,30,0,1,1,1,0
44634,qp03zh,48,1900-01-01 12:30:00,0.0517307585431402,,2,Not Allowed,Yes,34.25174441415466,Sunny,12,30,0,1,1,1,0
44635,qp03zk,48,1900-01-01 12:30:00,0.000684601372588,Residential,2,Not Allowed,Yes,14.464312649297469,Foggy,12,30,0,1,1,1,0
44636,qp03zs,48,1900-01-01 12:30:00,0.0260757482565087,Residential,2,Not Allowed,Yes,15.624889927496303,Foggy,12,30,0,1,1,1,0
44637,qp03zu,48,1900-01-01 12:30:00,0.0325338795931921,Residential,3,Allowed,Yes,23.42749742914511,Sunny,12,30,0,1,1,1,0
44638,qp09bh,48,1900-01-01 12:30:00,0.0867478020317546,Residential,2,Not Allowed,Yes,10.365772595639516,Rainy,12,30,0,1,1,1,0
44639,qp09bk,48,1900-01-01 12:30:00,0.0065833725968379,Residential,2,Not Allowed,Yes,25.79561192575208,Sunny,12,30,0,1,1,1,0
44640,qp09cu,48,1900-01-01 12:30:00,0.0879956680957488,Residential,1,Not Allowed,No,,Foggy,12,30,0,1,1,1,0
44641,qp09fh,48,1900-01-01 12:30:00,0.0261452139917671,Residential,2,Not Allowed,Yes,5.237255053264009,Snowy,12,30,0,1,1,1,0
44642,qp09fk,48,1900-01-01 12:30:00,0.0448984514510669,Residential,2,Not Allowed,Yes,21.01107976747721,Sunny,12,30,0,1,1,1,0
44643,qp09fs,48,1900-01-01 12:30:00,0.064424493995513,Residential,2,Not Allowed,Yes,12.313977746046833,Rainy,12,30,0,1,1,1,0
44644,qp09fu,48,1900-01-01 12:30:00,0.2097310787106556,Residential,2,Not Allowed,Yes,8.0793107502943,Rainy,12,30,0,1,1,1,0
44645,qp09gh,48,1900-01-01 12:30:00,0.0422268373240808,Residential,3,Allowed,Yes,12.101973511323791,Rainy,12,30,0,1,1,1,0
44646,qp09gk,48,1900-01-01 12:30:00,0.2175709721458421,Residential,2,Not Allowed,Yes,20.531157782485,Sunny,12,30,0,1,1,1,0
44647,qp09gs,48,1900-01-01 12:30:00,0.0715260476271797,Residential,1,Not Allowed,No,28.72899322268654,Sunny,12,30,0,1,1,1,0
44648,qp09gu,48,1900-01-01 12:30:00,0.0443119173151414,Residential,2,Not Allowed,Yes,17.002559881018406,Foggy,12,30,0,1,1,1,0
44649,qp09uh,48,1900-01-01 12:30:00,0.0073777184242368,Residential,1,Not Allowed,No,31.299767916365624,Sunny,12,30,0,1,1,1,0
44650,qp09us,48,1900-01-01 12:30:00,0.1176254684064667,Residential,3,Allowed,Yes,12.083949756407817,Rainy,12,30,0,1,1,1,0
44651,qp09uu,48,1900-01-01 12:30:00,0.0083180143338454,Residential,3,Allowed,Yes,13.43446781276829,Rainy,12,30,0,1,1,1,0
44652,qp09vk,48,1900-01-01 12:30:00,0.3119173164082489,Street,1,Not Allowed,Yes,24.669735641342424,Sunny,12,30,0,1,1,1,0
44653,qp09vu,48,1900-01-01 12:30:00,0.0263930808764585,Residential,3,Allowed,Yes,27.00397171930113,Sunny,12,30,0,1,1,1,0
44654,qp09yh,48,1900-01-01 12:30:00,0.3753610590984776,Highway,4,Allowed,Yes,17.43356958285343,Foggy,12,30,0,1,1,1,0
44655,qp03ym,48,1900-01-01 12:30:00,0.0007182765650191,Residential,1,Not Allowed,No,30.033094582328605,Sunny,12,30,0,1,1,1,0
44656,qp03yt,48,1900-01-01 12:30:00,0.0434941663428564,Residential,1,Not Allowed,No,16.83803154050346,Foggy,12,30,0,1,1,1,0
44657,qp03yv,48,1900-01-01 12:30:00,0.0404161299966088,Residential,3,Allowed,Yes,6.330312230477345,Snowy,12,30,0,1,1,1,0
44658,qp03zm,48,1900-01-01 12:30:00,0.0051892168311373,Residential,3,Allowed,Yes,21.300460619974334,Sunny,12,30,0,1,1,1,0
44659,qp03zt,48,1900-01-01 12:30:00,0.2734511739423034,Street,1,Not Allowed,Yes,30.138337150247928,Sunny,12,30,0,1,1,1,0
44660,qp03zv,48,1900-01-01 12:30:00,0.4987887966161561,Highway,5,Allowed,No,16.36704598660927,Foggy,12,30,0,1,1,1,0
44661,qp09bj,48,1900-01-01 12:30:00,0.1139174819365812,Residential,2,Not Allowed,Yes,25.392900183626477,Sunny,12,30,0,1,1,1,0
44662,qp09bm,48,1900-01-01 12:30:00,0.1605618912436774,Residential,1,Not Allowed,No,16.207973451049877,Foggy,12,30,0,1,1,1,0
44663,qp09bt,48,1900-01-01 12:30:00,0.0164846119956569,Residential,3,Allowed,Yes,34.30258087984674,Sunny,12,30,0,1,1,1,0
44664,qp09cj,48,1900-01-01 12:30:00,0.0909031390048752,Residential,1,Not Allowed,No,14.903800354744778,Foggy,12,30,0,1,1,1,0
44665,qp09cm,48,1900-01-01 12:30:00,0.1208584775052767,Residential,2,Not Allowed,Yes,21.79726291078737,Sunny,12,30,0,1,1,1,0
44666,qp09ct,48,1900-01-01 12:30:00,0.0582270249118974,Residential,3,Allowed,Yes,4.998257844612365,Snowy,12,30,0,1,1,1,0
44667,qp09cv,48,1900-01-01 12:30:00,0.0302130296720989,Residential,2,Not Allowed,Yes,17.343974753569345,Foggy,12,30,0,1,1,1,0
44668,qp09fj,48,1900-01-01 12:30:00,0.1010678415789518,Residential,2,Not Allowed,Yes,12.380840446601963,Rainy,12,30,0,1,1,1,0
44669,qp09fm,48,1900-01-01 12:30:00,0.0838218751956585,Residential,3,Allowed,Yes,13.06144894793682,Rainy,12,30,0,1,1,1,0
44670,qp09ft,48,1900-01-01 12:30:00,1.0,Highway,4,Allowed,Yes,20.472534930902157,Sunny,12,30,0,1,1,1,0
44671,qp09fv,48,1900-01-01 12:30:00,0.0088950737380137,Residential,2,Not Allowed,Yes,,Sunny,12,30,0,1,1,1,0
44672,qp09gj,48,1900-01-01 12:30:00,0.0691122335825664,Residential,2,Not Allowed,Yes,22.89576084631442,Sunny,12,30,0,1,1,1,0
44673,qp09gt,48,1900-01-01 12:30:00,0.0812575234617942,Residential,1,Not Allowed,No,1.4684443619892935,Snowy,12,30,0,1,1,1,0
44674,qp09gv,48,1900-01-01 12:30:00,0.0917520216222886,Residential,1,Not Allowed,No,19.680759140501983,Sunny,12,30,0,1,1,1,0
44675,qp09uj,48,1900-01-01 12:30:00,0.0115530847385181,Residential,2,Not Allowed,Yes,13.638899963682071,Rainy,12,30,0,1,1,1,0
44676,qp09um,48,1900-01-01 12:30:00,0.0013840089848336,Residential,3,Allowed,Yes,14.728382055074013,Foggy,12,30,0,1,1,1,0
44677,qp09ut,48,1900-01-01 12:30:00,0.1985025247383846,Residential,1,Not Allowed,No,18.62976996655737,Foggy,12,30,0,1,1,1,0
44678,qp09uv,48,1900-01-01 12:30:00,0.3879862806504121,Highway,2,Allowed,No,16.73180227592188,Foggy,12,30,0,1,1,1,0
44679,qp09vj,48,1900-01-01 12:30:00,0.047154413902038,Residential,2,Not Allowed,Yes,25.61759592376606,Sunny,12,30,0,1,1,1,0
44680,qp09vm,48,1900-01-01 12:30:00,0.184124346566509,Residential,3,Allowed,Yes,16.01360085467793,Foggy,12,30,0,1,1,1,0
44681,qp09vt,48,1900-01-01 12:30:00,0.0394684380349161,Residential,2,Not Allowed,Yes,12.275907936153448,Rainy,12,30,0,1,1,1,0
44682,qp09vv,48,1900-01-01 12:30:00,0.0110606977839165,Residential,1,Not Allowed,No,13.754347411397536,Rainy,12,30,0,1,1,1,0
44683,qp09yj,48,1900-01-01 12:30:00,0.1549766168591528,Residential,2,Not Allowed,Yes,13.14230519143199,Rainy,12,30,0,1,1,1,0
44684,qp03yw,48,1900-01-01 12:30:00,0.0105935701698488,Residential,1,Not Allowed,No,18.11655703633585,Foggy,12,30,0,1,1,1,0
44685,qp03yy,48,1900-01-01 12:30:00,0.0362095986284804,Residential,3,Allowed,Yes,26.527564325593477,Sunny,12,30,0,1,1,1,0
44686,qp03zn,48,1900-01-01 12:30:00,0.0148317341615331,Residential,2,Not Allowed,Yes,17.62454459369685,Foggy,12,30,0,1,1,1,0
44687,qp03zw,48,1900-01-01 12:30:00,0.0084343503817708,Residential,2,Not Allowed,Yes,17.999714811560487,Foggy,12,30,0,1,1,1,0
44688,qp09bn,48,1900-01-01 12:30:00,0.0334378178982782,Residential,1,Not Allowed,No,23.687894278621947,Sunny,12,30,0,1,1,1,0
44689,qp09bq,48,1900-01-01 12:30:00,0.0542806267914917,Residential,1,Not Allowed,No,21.369844402285832,Sunny,12,30,0,1,1,1,0
44690,qp09bw,48,1900-01-01 12:30:00,0.0044112705066644,Residential,3,Allowed,Yes,36.15864496216473,Sunny,12,30,0,1,1,1,0
44691,qp09cn,48,1900-01-01 12:30:00,0.0085990502674758,Residential,3,Allowed,Yes,19.572814298796416,Sunny,12,30,0,1,1,1,0
44692,qp09cq,48,1900-01-01 12:30:00,0.0877956318993905,Residential,1,Not Allowed,No,25.302668276362887,Sunny,12,30,0,1,1,1,0
44693,qp09cw,48,1900-01-01 12:30:00,0.0252691396655497,Residential,2,Not Allowed,Yes,10.78025357410604,Rainy,12,30,0,1,1,1,0
44694,qp09cy,48,1900-01-01 12:30:00,0.0520026397638253,Residential,3,Allowed,Yes,16.583886869308767,Foggy,12,30,0,1,1,1,0
44695,qp09fq,48,1900-01-01 12:30:00,0.2205605682915557,Street,1,Not Allowed,Yes,29.117676437097195,Sunny,12,30,0,1,1,1,0
44696,qp09fw,48,1900-01-01 12:30:00,0.032003420613137,Residential,1,Not Allowed,No,9.340079242240526,Rainy,12,30,0,1,1,1,0
44697,qp09fy,48,1900-01-01 12:30:00,0.0415279312439737,Residential,2,Not Allowed,Yes,6.312926931646404,Snowy,12,30,0,1,1,1,0
44698,qp09gq,48,1900-01-01 12:30:00,0.0245085253037033,Residential,2,Not Allowed,Yes,10.44960203747472,Rainy,12,30,0,1,1,1,0
44699,qp09gw,48,1900-01-01 12:30:00,0.1032206158291857,Residential,1,Not Allowed,No,21.33960494319717,Sunny,12,30,0,1,1,1,0
44700,qp09gy,48,1900-01-01 12:30:00,0.0963557808586108,Residential,2,Not Allowed,Yes,12.96691419470801,Rainy,12,30,0,1,1,1,0
44701,qp09uq,48,1900-01-01 12:30:00,0.0303333739572641,Residential,3,Allowed,Yes,25.705477797527426,Sunny,12,30,0,1,1,1,0
44702,qp09uw,48,1900-01-01 12:30:00,0.059177335042514,Residential,3,Allowed,Yes,,Rainy,12,30,0,1,1,1,0
44703,qp09uy,48,1900-01-01 12:30:00,1.0,Highway,4,Allowed,Yes,25.48028086889698,Sunny,12,30,0,1,1,1,0
44704,qp09vn,48,1900-01-01 12:30:00,0.0737360264467528,Residential,3,Allowed,Yes,24.19162608977286,Sunny,12,30,0,1,1,1,0
44705,qp09vq,48,1900-01-01 12:30:00,0.1671340824162616,Residential,2,Not Allowed,Yes,14.035527103686148,Foggy,12,30,0,1,1,1,0
44706,qp09vy,48,1900-01-01 12:30:00,0.1158635866487813,Residential,2,Not Allowed,Yes,16.389318075337787,Foggy,12,30,0,1,1,1,0
44707,qp09yn,48,1900-01-01 12:30:00,0.089875275498222,Residential,3,Allowed,Yes,17.050484048172542,Foggy,12,30,0,1,1,1,0
44708,qp03yx,48,1900-01-01 12:30:00,0.0295736995084564,Residential,2,Not Allowed,Yes,25.854012009675383,Sunny,12,30,0,1,1,1,0
44709,qp03yz,48,1900-01-01 12:30:00,0.0110701713949007,Residential,3,Allowed,Yes,23.944468339563123,Sunny,12,30,0,1,1,1,0
44710,qp03zp,48,1900-01-01 12:30:00,0.0025247703081055,Residential,2,Not Allowed,Yes,28.4243562060499,Sunny,12,30,0,1,1,1,0
44711,qp03zr,48,1900-01-01 12:30:00,0.0184394524822528,Residential,2,Not Allowed,Yes,9.415122531829963,Rainy,12,30,0,1,1,1,0
44712,qp03zz,48,1900-01-01 12:30:00,0.4190266048103458,Highway,2,Allowed,No,7.885887165246443,Rainy,12,30,0,1,1,1,0
44713,qp09bp,48,1900-01-01 12:30:00,0.0143169470229185,Residential,3,Allowed,Yes,12.734852557282924,Rainy,12,30,0,1,1,1,0
44714,qp09cr,48,1900-01-01 12:30:00,0.0047002013513686,Residential,2,Not Allowed,Yes,29.833087662145083,Sunny,12,30,0,1,1,1,0
44715,qp09cx,48,1900-01-01 12:30:00,0.0208368642178751,Residential,1,Not Allowed,No,4.560469293959482,Snowy,12,30,0,1,1,1,0
44716,qp09fx,48,1900-01-01 12:30:00,0.0363948221162937,Residential,2,Not Allowed,Yes,9.577411840583231,Rainy,12,30,0,1,1,1,0
44717,qp09fz,48,1900-01-01 12:30:00,0.1150610310657644,Residential,3,Allowed,Yes,18.62651035663285,,12,30,0,1,1,1,0
44718,qp09gp,48,1900-01-01 12:30:00,0.0173313009426772,Residential,3,Allowed,Yes,18.14685581257492,Foggy,12,30,0,1,1,1,0
44719,qp09gx,48,1900-01-01 12:30:00,0.1188298151196106,Residential,1,Not Allowed,No,33.402373567918175,Sunny,12,30,0,1,1,1,0
44720,qp09gz,48,1900-01-01 12:30:00,0.0457796434297806,Residential,3,Allowed,Yes,15.461726921743049,Foggy,12,30,0,1,1,1,0
44721,qp09ux,48,1900-01-01 12:30:00,0.0368776368202802,Residential,3,Allowed,Yes,12.522716284816978,Rainy,12,30,0,1,1,1,0
44722,qp09uz,48,1900-01-01 12:30:00,0.2402813903929619,Street,1,Not Allowed,Yes,18.757399922262472,Foggy,12,30,0,1,1,1,0
44723,qp09vp,48,1900-01-01 12:30:00,0.0129191949769828,Residential,3,Allowed,Yes,15.752812896934715,Foggy,12,30,0,1,1,1,0
